Date,Ticker,Price_Open,Price_Low,Price_High,Price_Close
2025-03-19,ASML,722.7825120714739,718.7676714991708,740.2694404591402,728.5321655273438
2025-03-20,ASML,718.7180659922631,717.9448061198254,729.0179116953179,727.6895141601562
2025-03-21,ASML,705.6128466881228,705.0379236696276,715.0998025589861,710.00439453125
2025-03-24,ASML,721.7119130996489,720.0365771299109,725.5978769356999,721.5235595703125
2025-03-25,ASML,725.7068210842547,719.1244317465764,728.6213087394309,720.4329833984375
2025-03-26,ASML,709.6871472338258,696.1456604933645,713.7416186353,699.6351318359375
2025-03-27,ASML,692.4282482414635,683.020615482672,696.3836119361699,684.636474609375
2025-03-28,ASML,679.1841382571438,666.2176354441867,681.4740886169707,668.7257080078125
2025-03-31,ASML,654.5300281471808,647.2140696880455,659.3874678237927,656.8794555664062
2025-04-01,ASML,658.8026037872297,650.6539087623106,664.8199331673261,661.548583984375
2025-04-02,ASML,658.6241398020784,655.0950375006734,670.5199984142929,663.2040405273438
2025-04-03,ASML,643.8931300247573,617.4149090414701,645.3205750039004,617.8114013671875
2025-04-04,ASML,616.5524360198191,592.5029660860815,620.9439831252056,600.2947387695312
2025-04-07,ASML,581.4100828123268,573.4894333940188,647.1842427441525,610.4954833984375
2025-04-08,ASML,626.535149948098,577.8315107832602,632.3641262891969,590.2031860351562
2025-04-09,ASML,612.6566151283126,601.6033547156502,686.282031684315,681.2957153320312
2025-04-10,ASML,650.4754466743086,622.1831513256607,655.9177923209421,643.9129028320312
2025-04-11,ASML,650.3664479119333,645.7369929712416,666.1681166710456,663.0057983398438
2025-04-14,ASML,670.5696040838887,656.9785627897544,674.1284753487955,667.0305786132812
2025-04-15,ASML,673.4840978859086,670.8174402649297,681.5633934212545,677.2312622070312
2025-04-16,ASML,641.3851206605827,618.7532299869312,647.4619273397368,629.4198608398438
2025-04-17,ASML,638.7679326842676,631.4024209062844,642.039281663593,634.6043701171875
2025-04-21,ASML,626.515235046758,608.7309235810665,628.1608022379246,619.2686767578125
2025-04-22,ASML,633.2661705525093,625.5239510117115,640.0071455621594,633.147216796875
2025-04-23,ASML,658.4853196474992,649.1073962865103,660.7058701713828,652.2697143554688
2025-04-24,ASML,660.7456248108546,656.8100465381145,672.433284864823,669.14208984375
2025-04-25,ASML,661.1123949349444,658.8224444740825,675.8334963968468,671.3923950195312
2025-04-28,ASML,668.4002206961812,657.3724512475702,670.6575091711933,668.9869384765625
2025-04-29,ASML,661.8770107186235,659.2816630818252,669.8520511628335,662.3742065429688
2025-04-30,ASML,653.9020322141702,647.8064065406456,665.745210067804,664.3331909179688
2025-05-01,ASML,671.3636107793201,658.7447771100852,671.3636107793201,662.9808349609375
2025-05-02,ASML,682.4708539745001,681.7548604582548,691.1021658271566,686.4583740234375
2025-05-05,ASML,681.1582826984585,678.9009942231327,686.5478684668337,679.5274658203125
2025-05-06,ASML,672.5170374869934,671.7115826505374,682.5206154019357,676.1763916015625
2025-05-07,ASML,681.9339875698596,679.6269914804316,698.0232384271052,696.4620361328125
2025-05-08,ASML,707.131779250657,701.742193547705,712.7898701185269,704.0591430664062
2025-05-09,ASML,705.2325647711305,699.952347231678,706.5252618523934,702.2493896484375
2025-05-12,ASML,726.3235191251541,725.2893736769099,746.3108273515954,745.9926147460938
2025-05-13,ASML,741.0803093064528,740.3643157789271,760.5803144313772,759.6157836914062
2025-05-14,ASML,760.7096116066422,759.9837251244679,769.3608310928955,764.59765625
2025-05-15,ASML,759.387090040465,750.974575129636,762.6984313845426,754.1068725585938
2025-05-16,ASML,748.6575790583036,738.0474373062266,749.2243895734288,743.9043579101562
2025-05-19,ASML,735.5812834910264,733.1351189830024,745.7937047092224,744.9285888671875
2025-05-20,ASML,741.4482791417564,737.1425461389333,744.7794670192488,744.5607299804688
2025-05-21,ASML,744.8093298879782,731.3651348093387,751.5512739899704,733.0357055664062
2025-05-22,ASML,732.190518881676,730.0327058423081,743.019459283614,736.5459594726562
2025-05-23,ASML,720.5361930213171,718.4679020086321,731.8623289166513,728.3819580078125
2025-05-27,ASML,747.1560684093436,745.7440492240481,756.9409092016988,752.545654296875
2025-05-28,ASML,747.9217944338652,740.6328862142576,752.147959196326,742.3233642578125
2025-05-29,ASML,753.5798520078197,740.6627139984357,755.2901765379776,742.8801879882812
2025-05-30,ASML,740.8317784777769,718.9452072032368,741.776462741995,732.6380004882812
2025-06-02,ASML,729.17746468577,728.5509930620548,742.7608892369426,742.34326171875
2025-06-03,ASML,728.5510023711577,728.09362102872,744.3519011839113,743.0592041015625
2025-06-04,ASML,746.9671112442705,736.2574937681106,748.5482206702546,738.6142578125
2025-06-05,ASML,749.9006154706283,739.8274227224866,752.2175651191208,743.5663452148438
2025-06-06,ASML,751.8198039898039,748.5780772605609,757.8259081499018,748.796875
2025-06-09,ASML,752.8142317613713,752.8142317613713,777.8132554517866,765.8805541992188
2025-06-10,ASML,774.7405061325005,772.1352047227919,783.8690146943798,780.567626953125
2025-06-11,ASML,785.6191627343969,776.3116708431019,792.7787952249521,779.692626953125
2025-06-12,ASML,781.0350191842206,777.9524291917228,785.1418617601677,781.8007202148438
2025-06-13,ASML,762.5890371263537,755.6083882292647,768.5951409224083,756.7320556640625
2025-06-16,ASML,762.0719672305706,761.6841398987633,774.8200761906348,770.8822631835938
2025-06-17,ASML,762.479683852508,753.9577398457294,768.8736150913006,755.5984497070312
2025-06-18,ASML,760.4411054421563,750.0099467670171,763.6927855523527,757.3684692382812
2025-06-20,ASML,764.0607959601914,732.1209373094996,764.6972212563624,752.2872314453125
2025-06-23,ASML,756.9906144639774,755.5487344000045,776.3712984538782,775.3470458984375
2025-06-24,ASML,781.7012276457973,781.7012276457973,808.897876462445,808.7984008789062
2025-06-25,ASML,812.1693877962028,801.6984144903944,814.9437186764387,810.6678466796875
2025-06-26,ASML,795.274752964996,782.0891086943337,796.3884668657502,793.6141357421875
2025-06-27,ASML,798.4368722409815,784.0281462510455,800.972558931743,791.486083984375
2025-06-30,ASML,792.0130716750405,789.5867535303265,797.9396679807456,796.8955688476562
2025-07-01,ASML,783.6303323506069,778.1512246153421,791.0385623261725,786.0367431640625
2025-07-02,ASML,771.8865702450128,768.5255215883753,796.0105215586326,795.1056518554688
2025-07-03,ASML,782.5563909730647,782.1984245346881,794.0516170545371,790.044189453125
2025-07-07,ASML,781.0548707308803,779.4041466388147,789.039803951133,780.6869506835938
2025-07-08,ASML,778.2705798836215,774.3626277924599,793.91240256896,789.6464233398438
2025-07-09,ASML,788.4630653225274,788.0255305639158,796.4083056769584,795.3442993164062
2025-07-10,ASML,804.3932801252495,793.5245859986609,806.5510931458083,797.5916748046875
2025-07-11,ASML,792.5997662249832,792.0528629515844,798.6854383172813,797.4324951171875
2025-07-14,ASML,793.1466729278442,785.4401375440519,808.2117308907201,802.20556640625
2025-07-15,ASML,818.364482362576,809.643708206066,821.9244217318306,818.404296875
2025-07-16,ASML,750.1292280517152,726.5024740747222,756.6325879178869,750.21875
2025-07-17,ASML,742.6316219531788,737.8386466419847,752.6053392147537,740.7322998046875
2025-07-18,ASML,747.8621207235176,730.2116681902779,747.8720743512941,730.4602661132812
2025-07-21,ASML,726.9003199579485,715.2858323886845,728.7896884319703,715.643798828125
2025-07-22,ASML,714.2814378672218,697.2574582899545,715.0272315777663,701.5233764648438
2025-07-23,ASML,711.1989161155722,704.1586058211379,715.9321696688962,712.9092407226562
2025-07-24,ASML,718.9550908445634,714.3311455604235,722.5547836332954,721.0134887695312
2025-07-25,ASML,705.1629564427952,702.6371626393238,709.15047693703,707.2611083984375
2025-07-28,ASML,731.0270298488058,724.4043476160888,731.2855206901806,725.8959350585938
2025-07-29,ASML,720.4996719501718,713.4913978183814,724.6767442539187,716.2727661132812
2025-07-30,ASML,714.6777679587716,713.2920427483815,721.7857704013534,719.2236938476562
2025-07-31,ASML,704.2200894601058,689.0769630324712,705.3565252015842,692.566162109375
2025-08-01,ASML,687.8706603630097,681.370761608603,691.290068083198,687.6912231445312
2025-08-04,ASML,693.4334788291278,690.7617565272441,697.2915312619601,697.2017822265625
2025-08-05,ASML,692.5760894203241,682.1284498010078,693.4833152666877,687.5018310546875
2025-08-06,ASML,685.5279756939797,683.3247737229696,690.2931932465125,688.8277587890625
2025-08-07,ASML,711.8165584681042,704.4393704804957,714.6876756748749,710.9193115234375
2025-08-08,ASML,710.2114903682791,708.257577830613,721.267293625049,720.0909423828125
2025-08-11,ASML,721.7658078059777,717.299652112632,729.6015380222949,719.0841064453125
2025-08-12,ASML,723.2910830793179,721.247360590399,741.056037983145,739.5008544921875
2025-08-13,ASML,748.3135845343463,745.2330934035872,753.8664029929149,753.2383422851562
2025-08-14,ASML,744.9739347249417,742.2622969623874,754.6639097493397,752.8794555664062
2025-08-15,ASML,736.2210113631681,734.386662774856,744.8443420638279,739.8696899414062
2025-08-18,ASML,737.3873548733659,737.158084126354,745.6916654576119,745.2430419921875
2025-08-19,ASML,749.2207060584815,739.4210855044983,753.3579233889889,741.315185546875
2025-08-20,ASML,748.4830178924232,735.9019680992993,751.1148854516533,747.1770629882812
2025-08-21,ASML,737.0783559224809,729.8507290745158,739.2117665884236,733.130615234375
2025-08-22,ASML,739.3912289139497,738.0852739006177,759.2198646048863,752.5604858398438
2025-08-25,ASML,752.420858063859,749.7690935380756,755.9200360163785,752.1317749023438
2025-08-26,ASML,756.4285264984584,753.5773059463345,761.1439106916206,760.8448486328125
2025-08-27,ASML,757.6546995484985,755.4514975304872,768.202067534582,767.6238403320312
2025-08-28,ASML,767.623799728969,758.5219698072955,770.7840001530859,761.10400390625
2025-08-29,ASML,750.6762808284581,737.5070243024344,751.2744049206751,740.3283081054688
2025-09-02,ASML,714.9967551486242,713.9898622121534,724.9559168763125,723.6100463867188
2025-09-03,ASML,729.96036256266,727.3085980128288,736.0216169081646,734.5462036132812
2025-09-04,ASML,734.7754629911542,733.1604671537087,754.5642427078868,751.1049194335938
2025-09-05,ASML,772.4887586504287,763.8754067140829,780.6833628789379,779.2877197265625
2025-09-08,ASML,787.2131774742993,784.3221024877048,796.2352371543366,793.7927856445312
2025-09-09,ASML,792.7460971575165,790.6724988115883,803.3532776866481,802.6454467773438
2025-09-10,ASML,804.3301590006873,788.5789300049237,807.1015482742141,790.6923828125
2025-09-11,ASML,797.2222289974485,796.0458776759176,806.6530581692293,801.6784057617188
2025-09-12,ASML,806.0249328359564,803.8117520989114,813.262538266084,811.3583984375
2025-09-15,ASML,832.3534325330107,831.3465396166172,866.0391360566547,864.62353515625
2025-09-16,ASML,877.2245573525553,864.8927353408033,878.7398861894857,875.709228515625
2025-09-17,ASML,865.5506753237194,858.5224433661755,874.921691831648,869.5782470703125
2025-09-18,ASML,925.8041389551521,913.2031918084529,935.7832581713847,924.9368286132812
2025-09-19,ASML,923.2121831598638,923.0127881844822,935.7533786956749,929.2734375
2025-09-22,ASML,957.9546663967047,950.6473299566766,961.5634905199588,954.8442993164062
2025-09-23,ASML,961.433807188675,953.0497871931773,974.4634805139469,960.53662109375
2025-09-24,ASML,946.7891505560368,938.0462560070457,950.6571818078505,944.0177612304688
2025-09-25,ASML,935.3048005254308,934.2281162836515,949.7201391571568,946.6197509765625
2025-09-26,ASML,943.3198830963449,939.840663010664,952.2721512454543,948.5836181640625
2025-09-29,ASML,960.7559431479452,959.4001546640461,969.0702329695691,959.639404296875
2025-09-30,ASML,965.0526446830926,960.0980111143198,972.6292278897292,965.1025390625
2025-10-01,ASML,962.6301340573727,961.8425938849423,1002.2574664268169,1000.1739501953125
2025-10-02,ASML,1035.7936738438086,1018.7364894485164,1037.0198586257939,1026.990966796875
2025-10-03,ASML,1027.8183400177816,1022.2953974834921,1036.6410046307167,1029.0345458984375
2025-10-06,ASML,1037.2291631522228,1036.8902464600912,1055.7319457513145,1040.0804443359375
2025-10-07,ASML,1039.61180273368,997.9109331242115,1041.6255885232492,999.2069091796875
2025-10-08,ASML,974.9320998607557,974.4037062118575,988.530022001297,984.7616577148438
2025-10-09,ASML,982.309253358173,968.5119967201247,984.4825795733569,977.5140991210938
2025-10-10,ASML,967.6944989865747,932.5233421921253,973.1875051225676,933.3009643554688
2025-10-13,ASML,968.7312468383981,963.9859263400098,982.1397526550281,981.621337890625
2025-10-14,ASML,964.4744756120128,963.0189592139416,990.4141374647024,980.1459350585938
2025-10-15,ASML,1026.951025401356,990.4739153078959,1029.812163718386,1006.6937255859375
2025-10-16,ASML,1033.9693692155674,1007.9797522821545,1046.141650590635,1016.443603515625
2025-10-17,ASML,1017.4405432946098,1011.8677669483786,1029.5829491963736,1026.09375
2025-10-20,ASML,1028.5660299172114,1028.306822539098,1048.9230578130826,1038.9339599609375
2025-10-21,ASML,1033.1120712743677,1020.9895621913319,1034.2783828444306,1021.8568725585938
2025-10-22,ASML,1023.282327577441,994.5911742710047,1029.991661026329,1008.4483032226562
2025-10-23,ASML,1001.4200679476387,1001.4001101967181,1037.289014096252,1033.211669921875
2025-10-24,ASML,1034.7270379074023,1028.994782206071,1040.1801284724636,1029.911865234375
2025-10-27,ASML,1046.7697800408873,1046.1217615395385,1057.4566699472603,1056.708984375
2025-10-28,ASML,1053.5387924091144,1048.4843701438137,1057.3669081985774,1049.2320556640625
2025-10-29,ASML,1069.249748726733,1063.4373466269367,1076.340372144881,1069.429443359375
2025-10-30,ASML,1071.267076354835,1069.1997347728502,1084.679317548773,1074.0333251953125
2025-10-31,ASML,1070.2683902625952,1050.0150746999086,1071.8662582912957,1057.834716796875
2025-11-03,ASML,1061.6197515645943,1061.5897618239474,1071.986083338656,1065.4146728515625
2025-11-04,ASML,1048.5669232919342,1027.4747481122959,1061.8594494479732,1028.7830810546875
2025-11-05,ASML,1029.7417608796052,1029.4422291998094,1049.2560608585582,1042.3751220703125
2025-11-06,ASML,1038.5102236991681,1025.0878641364907,1040.1580746197658,1027.84423828125
2025-11-07,ASML,1029.741749997244,995.5069373277812,1034.0361345479087,1015.6204223632812
2025-11-10,ASML,1035.404272319464,1019.7249418909303,1041.4163616205426,1037.421630859375
2025-11-11,ASML,1030.4109012636202,1016.4393396043458,1035.6139992830767,1021.0731811523438
2025-11-12,ASML,1028.8030239036707,1023.879464458988,1037.331691425164,1035.9635009765625
2025-11-13,ASML,1039.6187112014381,1008.1801987944168,1040.487560288333,1018.5165405273438
2025-11-14,ASML,987.9968002861677,979.7077459214128,1016.7289215757457,1005.6535034179688
2025-11-17,ASML,1003.3964708853293,1002.9471124261618,1023.6497856588924,1018.6563720703125
2025-11-18,ASML,1009.7481378968324,992.6806234546169,1016.3793448076661,1002.7373657226562
2025-11-19,ASML,1004.4452065491308,1003.67620129734,1043.3538489336509,1037.9609375
2025-11-20,ASML,1040.8570791743493,975.7130243902348,1049.5655632964992,979.7476806640625
2025-11-21,ASML,962.080962911644,944.8636827687898,977.2509556928964,965.2967529296875
2025-11-24,ASML,976.3322226139322,976.3022938279848,993.8291638534927,986.518798828125
2025-11-25,ASML,992.5208531933894,972.4572907607954,1005.5536503475427,1001.8984375
2025-11-26,ASML,1039.299223202982,1035.933667205797,1053.6103031488483,1039.5987548828125
2025-11-28,ASML,1039.0296014197875,1034.0760518718441,1058.8834202057349,1058.603759765625
2025-12-01,ASML,1054.6389031526546,1053.080899650366,1089.862460893126,1086.5567626953125
2025-12-02,ASML,1088.1746663353194,1087.2459596729761,1111.7435541979462,1107.3194580078125
2025-12-03,ASML,1108.7774752663647,1104.163566051388,1140.2159872751122,1139.4171142578125
2025-12-04,ASML,1121.0513488565796,1100.7181831992064,1128.0521245134892,1108.61767578125
2025-12-05,ASML,1120.4522266865492,1096.8133613610582,1127.8923646449039,1098.021728515625
2025-12-08,ASML,1117.3461167539292,1112.5625095537305,1132.6859901961936,1118.2149658203125
2025-12-09,ASML,1106.4405762551974,1104.1535538848354,1114.2702144074624,1109.975830078125
2025-12-10,ASML,1107.938604685734,1097.4324432433132,1122.4793613119205,1117.845458984375
2025-12-11,ASML,1113.2815309994614,1094.0268994378202,1126.2644059965396,1121.36083984375
2025-12-12,ASML,1107.9287153779178,1075.7710563840274,1113.0919492912794,1079.42626953125
2025-12-15,ASML,1087.9149766824626,1078.1678237614012,1096.2639494392838,1086.386962890625
2025-12-16,ASML,1080.1053300511805,1064.5357789795585,1086.626757342044,1074.632568359375
2025-12-17,ASML,1059.3727094721353,1008.679563843826,1063.7169550086453,1014.0924072265625
2025-12-18,ASML,1046.5894990092663,1033.7864402012037,1050.424528422279,1034.9449462890625
2025-12-19,ASML,1041.1866763498658,1041.1866763498658,1061.2801670524507,1054.62890625
2025-12-22,ASML,1064.5957841635889,1048.6168605738915,1065.7542902585053,1055.587646484375
2025-12-23,ASML,1056.5463969734167,1054.2993607285896,1063.3474851909957,1060.4412841796875
2025-12-24,ASML,1058.4238903013218,1056.0470204982737,1065.394798246549,1064.116455078125
2025-12-26,ASML,1064.8454762238553,1061.67960803666,1074.6724802941549,1071.3369140625
2025-12-29,ASML,1063.177651784643,1059.6722655342874,1072.2357727129984,1064.5958251953125
2025-12-30,ASML,1083.1513386185607,1069.0100780592356,1084.6294915546614,1070.727783203125
2025-12-31,ASML,1078.807018556761,1067.5119803505254,1079.1166687175132,1068.45068359375
2026-01-02,ASML,1132.2665938714329,1131.9869334358682,1171.2252187159859,1162.2470703125
2026-01-05,ASML,1209.6245260570554,1209.6245260570554,1236.2294499129284,1226.5721435546875
2026-01-06,ASML,1221.209230256659,1220.8098546700317,1244.7382552021468,1240.5537109375
2026-01-07,ASML,1225.8331306985451,1220.3903583062408,1234.1322431247092,1226.851806640625
2026-01-08,ASML,1215.656549313951,1174.4508901335453,1222.9269888444894,1192.7467041015625
2026-01-09,ASML,1231.2260425906063,1219.3816794330803,1280.311325675271,1272.2020263671875
2026-01-12,ASML,1254.4054703960956,1253.5964788798149,1281.8692450777883,1279.542236328125
2026-01-13,ASML,1280.6308331580913,1266.449586619216,1289.7788014457542,1268.4869384765625
2026-01-14,ASML,1265.45084348198,1247.973895879329,1271.592766592814,1262.0552978515625
2026-01-15,ASML,1351.8569544466252,1328.2480792213976,1356.2111966786902,1329.845947265625
2026-01-16,ASML,1353.9241774183142,1336.477218706442,1373.55831478671,1356.7803955078125
2026-01-20,ASML,1317.3823240857591,1309.582675557731,1349.4800008327084,1324.3231201171875
2026-01-21,ASML,1330.2453765112944,1320.9277106668487,1369.1940024001385,1358.29833984375
2026-01-22,ASML,1391.8142782172742,1371.4711149017658,1396.9575189068967,1393.1624755859375
2026-01-23,ASML,1374.5069899073396,1361.4742531554268,1391.5245829916014,1387.2103271484375
2026-01-26,ASML,1384.0444979899203,1383.3354722279103,1418.07956320918,1411.48828125
2026-01-27,ASML,1415.762554704968,1415.1333797303307,1471.6487993422734,1452.673828125
2026-01-28,ASML,1491.0332951545486,1406.1952471846766,1491.5126433527605,1421.045654296875
2026-01-29,ASML,1457.3975963545179,1397.246956334246,1465.5568779694152,1453.2431640625
2026-01-30,ASML,1438.1430805743119,1414.1447059306474,1464.4983317710862,1421.12548828125
2026-02-02,ASML,1395.3994655394317,1393.5619234276833,1451.2458483939204,1439.4913330078125
2026-02-03,ASML,1434.14839250214,1370.1028638872954,1443.9055423199154,1394.041259765625
2026-02-04,ASML,1393.9213728841592,1314.3264105847625,1404.247717851046,1337.365966796875
2026-02-05,ASML,1327.3691466863277,1317.7918137183312,1367.0567874715937,1348.3814697265625
2026-02-06,ASML,1370.5622012217702,1366.7172971270388,1414.1047434843438,1411.148681640625
2026-02-09,ASML,1413.9748902563604,1406.7444372078223,1435.196897787797,1427.60693359375
2026-02-10,ASML,1439.27001953125,1410.800048828125,1439.8900146484375,1413.6199951171875
2026-02-11,ASML,1440.4000244140625,1409.3399658203125,1451.489990234375,1435.6300048828125
2026-02-12,ASML,1435.22998046875,1392.199951171875,1439.25,1406.8699951171875
2026-02-13,ASML,1414.8499755859375,1401.0,1436.6600341796875,1406.6099853515625
2026-02-17,ASML,1392.5699462890625,1382.75,1428.5,1419.780029296875
2026-02-18,ASML,1436.469970703125,1427.3800048828125,1476.5,1468.719970703125
2026-02-19,ASML,1439.0400390625,1427.5799560546875,1459.7900390625,1458.9300537109375
2026-02-20,ASML,1449.4200439453125,1448.3199462890625,1487.010009765625,1469.5899658203125
2026-02-23,ASML,1471.4000244140625,1462.0,1493.010009765625,1485.989990234375
2026-02-24,ASML,1500.02001953125,1473.9300537109375,1507.3499755859375,1497.800048828125
2026-02-25,ASML,1522.4000244140625,1516.47998046875,1547.219970703125,1526.510009765625
2026-02-26,ASML,1512.8199462890625,1426.5899658203125,1514.3299560546875,1463.800048828125
2026-02-27,ASML,1430.3399658203125,1424.5,1461.719970703125,1450.56005859375
2025-01-02,MU,84.66684030581166,84.42771926604317,87.32699916268298,87.0081787109375
2025-01-03,MU,87.62588806926175,87.18751470387,89.86759648309904,89.538818359375
2025-01-06,MU,95.2178140558587,95.128149364069,101.145884630932,98.89421844482422
2025-01-07,MU,103.02891894279807,100.78721060306385,106.3466415086328,101.5344467163086
2025-01-08,MU,102.44109271546368,97.93775293176148,103.09866416599245,99.04366302490234
2025-01-10,MU,97.75842488483808,96.51303120683694,100.40861867895903,98.97392272949219
2025-01-13,MU,95.48681833046331,92.53772707798758,95.64623236635477,94.7096939086914
2025-01-14,MU,96.692365511978,95.02851382745943,97.05103948937173,97.001220703125
2025-01-15,MU,99.07355724072453,98.98388494601623,103.54700906539657,102.80973815917969
2025-01-16,MU,103.93555592157578,101.49458778922686,104.41379035306602,102.22189331054688
2025-01-17,MU,104.25438803606876,102.12227480913167,105.48981635418201,105.36029815673828
2025-01-21,MU,105.04147291115511,104.84221298551454,109.83374481470497,108.97691345214844
2025-01-22,MU,108.76769244044618,107.36289242761441,110.26216474416634,108.82747650146484
2025-01-23,MU,104.40383261777585,102.96913682096067,105.78870963225981,104.45364379882812
2025-01-24,MU,105.11122317253862,102.34146893452858,105.33041366929271,102.80973815917969
2025-01-27,MU,94.51042688785348,88.03438038966266,95.745855168381,90.77424621582031
2025-01-28,MU,92.2687149699685,87.71555660180576,93.10561576001108,87.9247817993164
2025-01-29,MU,89.54878067728237,87.43659794934271,90.1166798675106,88.68199157714844
2025-01-30,MU,90.32590307587304,89.9672291411238,92.81669006647694,92.15911865234375
2025-01-31,MU,91.31225554565204,90.80413285479582,93.92259553131404,90.90376281738281
2025-02-03,MU,88.32331414454531,87.6956309158992,91.06318001839524,89.58863067626953
2025-02-04,MU,88.72183738470171,88.47275868075958,91.11298686152321,90.3259048461914
2025-02-05,MU,90.05689624810617,89.88752455249325,93.30488469963319,93.25506591796875
2025-02-06,MU,94.53035566350349,93.23515084484504,96.2539837976105,94.19161224365234
2025-02-07,MU,95.23773875493103,91.25247910837615,95.57648977755355,91.95986938476562
2025-02-10,MU,92.84658409623766,92.8266535423513,95.90527040778852,95.57648468017578
2025-02-11,MU,93.9026709489562,93.21521129686764,95.48680785003832,93.7332992553711
2025-02-12,MU,89.26980361146077,87.02809533527369,92.2986014834403,91.3421401977539
2025-02-13,MU,91.72074774775784,91.68089423939306,95.71597264629284,95.30748748779297
2025-02-14,MU,98.04734160082803,97.63884889052946,100.32889576843057,99.15324401855469
2025-02-18,MU,102.2617607596704,101.6739386171019,107.48244870893421,106.39646911621094
2025-02-19,MU,105.37025266580042,103.23813965674945,106.79498309720162,103.97541046142578
2025-02-20,MU,103.59682146114346,101.96285811375252,104.46361051593848,102.79976654052734
